station_id,station_name,new_station_name,region,province,city,barangay,date_established,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,horizontal_coords_source,horizontal_date_entry,horizontal_datum,horizontal_reference,elevation_horizontal_datum,horizontal_authority,horizontal_order,horizontal_date_computed,horizontal_fix,elevation,ellipsoidal_height,elevation_date_entry,elevation_datum,elevation_established_datum,elevation_authority,elevation_order,elevation_date_computed,elevation_fix,mark_status,mark_type,mark_const,authority,wgs84ND,wgs84NM,wgs84NS,wgs84ED,wgs84EM,wgs84ES,ellipz,image,inscription,description,encoder,ucode,latitude,longitude,date_updated,bm_plus,accuracy_class,lon,lat,elevation_alt,latitude_decimal,longitude_decimal,status_tag,epoch
,MM-686 (BBM-18),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LOURDES,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,8.9385,0,11/25/2019,1,,,1,11/11/2019,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"BBM-18 is in the Province of Metro Manila, City of Quezon, Barangay Lourdes, Area 6, District 1 along Quezon Avenue corner Speaker E. Perez Street about 20m SE & 10m W of road centerline respectively. The station is located about 15m of Metrobank building and 15m E of Elar's Lechon on the other side of the road. Mark is the head of a stainless hexagonal bolt screw set flushed on a 30cm x 30cm concrete monument protruding 60cm above the ground with inscription ""LOURDES; CAD 1331-D; BBM No. 18; QUEZON CITY"".",Edil,88175,14.61965,121.003536111111,07/04/2022 3:27:26 PM,0.023828,2 CM,121 0 12.73,14 37 10.74,0,,,0,
,MMA-3858,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.936,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3858 is in the province of Metro Manila, City of Manila, Barangay Sampaloc. It is located at the ""NE"" corner of the intersection of España Blvd. and Blumentritt Street. At the back of a Traffic light Post, beside of a BDO Bank. Mark is the head of a 4"" stainless steel bolt embedded on the center of a 20cm x 20cm cement putty with inscription ""MMA; 3858; 2011; LMS NCR, FLS"".",Edil,88176,14.6155944444444,120.999080555556,06/30/2022 10:21:20 AM,0.024026,2 CM,120 59 56.69,14 36 56.14,0,,,0,
,MM-687 (GM-17),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.799,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-17 is in the Province of Metro Manila, City of Manila, Barangay Sampaloc at the intersection of España Boulevard and Lacson Avenue. It is on top of the concrete base of the Traffic Light Post located E of the E corner of UST compound. Mark is a cross-cut on top of the eastern bolt.",Aila Leana Sampana,88177,14.6096916666667,120.992619444444,02/22/2022 12:45:41 PM,0.024201,2 CM,120 59 33.43,14 36 34.89,0,,,0,2019
,MMA-3857,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.2378,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3857 THE STATION IS LOCATED BESIDE CONCRETE PALNT BOX ALONG ESPANA STREET ABOUT 50 METERS NW OF UNIVERSITY OF SANTO TOMAS, 15 METERS NW OF CHINA BANK, INFRONT YELLOW CAB AND 2 METERS SW CORNER OF LACSON AND ESPANA STREETS. STATION MARK IS THE HEAD OF 4"" STAINLESS BOLT FLUSHED IN A 20CM. X 20CM. CEMENT PUTTY WITH INSCRIPTION 'MMA-3857; 2011; LMS-NCR, FLS.""",Edil,88178,14.6094433333333,120.992771666667,06/30/2022 1:36:03 PM,0.024204,2 CM,120 59 33.978,14 36 33.996,0,,,0,
,MM-49,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.6598,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-49 is in the Province of Metro Manila, City of Manila, Barangay Sampaloc along Nicanor Reyes Street. The station is located near the intersection of P. Paredes Street, Lerma Street, España Boulevard, and Nicanor Reyes Street at the center island of Nicanor Reyes Street. Mark is a cross-cut on the SW bolt of a light post.",Edil,88179,14.6051138888889,120.987872222222,06/30/2022 1:36:34 PM,0.024251,2 CM,120 59 16.34,14 36 18.41,0,,,0,2019
,MM-50,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,SAMPALOC,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.69,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-50 is in the Province of Metro Manila, City of Manila, Barangay 308 Sampaloc along C.M. Recto Avenue. The station is located on top of a concrete pavement 0.10m from the lamp post, and 8m from the LRT Line II post. It is also 80m from Isetan Shopping Mall, 60m from SOGO Hotel, 50m from 7-11 convenient store, and abou 30m from Cebuana Lhuillier. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscription ""MM-50; 2009; NAMRIA"".",Aila Leana Sampana,88180,14.6029777777778,120.985272222222,02/23/2022 11:11:19 AM,0.024244,2 CM,120 59 6.98,14 36 10.72,0,,,0,2019
,MM-688 (TBM-3),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,QUIAPO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.5166,0,11/25/2019,1,,,1,01/06/2020,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-3 is in the Province of Metro Manila, Municipality of Manila, Barangay 383, Quaipo. It is located at the intersection of Quezon Boulevard and Arlegui Street at the SW bolt of a light post beside the welcome arc of Barangay 383. Mark is the top of a 1 in. iron bolt at the base of an street light post.",Edil,88181,14.5973888888889,120.984019444444,06/30/2022 1:42:41 PM,0.024583,2 CM,120 59 2.47,14 35 50.6,0,,,0,
,MM-689 (GM-19),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,2.461,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-19 is in the Province of Metro Manila, Manila City, Barangay Ermita. Along the intersection of Padre Burgos Avenue and Antonio Villegas Street. The station is located at the top end of a guard rail beside the concrete post of LRT Line 1. Mark is the head of a 4"" copper nail centered on a drilled hole of cement putty with inscription ""GM-19; 2001; NAMRIA"".",Aila Leana Sampana,88182,14.5946777777778,120.980827777778,02/22/2022 2:10:35 PM,0.024801,2 CM,120 58 50.98,14 35 40.84,0,,,0,2019
,MM-690 (GM-21),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,2.0002,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"GM-21 is in the Province of Metro Manila on the E side of the road leading to Jones Bridge from Liwasang Bonifacio Bridge, The station is on the top of triangular island and approximately 35 meters south of OFW Bank. Mark is the head of a stainless bolt set on a drilled hole on the concrete pavement triagular island.",Aila Leana Sampana,88183,14.5946194444444,120.978163888889,02/22/2022 2:08:50 PM,0.02496,2 CM,120 58 41.39,14 35 40.63,0,,,0,2019
,MM-691 (BM-5),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,INTRAMUROS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,1.758,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"BM-5 is in the Province of Metro Manila on the E side of the road leading to Jones Bridge from Liwasang Bonifacio Bridge, on the triangular island its located on the top. Mark is the head 4"" copper nail with inscription ""BM5"".",Aila Leana Sampana,88184,14.5946027777778,120.977763888889,02/22/2022 2:13:54 PM,0.02498,2 CM,120 58 39.95,14 35 40.57,0,,,0,2019
,MM-692 (32C),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,INTRAMUROS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,3.0673,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"32C is in Intramuros, Manila about 50 m North of the Manila Cathedral. BM 32C is located on the fountain located in front of the Manila Cathedral on te concrete paraphet of the said fountain.",Aila Leana Sampana,88185,14.5921277777778,120.973063888889,02/22/2022 2:16:32 PM,0.025273,3 CM,120 58 23.03,14 35 31.66,0,,,0,2019
,MM-55,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,2.6219,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-55 is in the Province of Metro Manila, City of Manila, Brgy. 650 in the port area. It is located on the triangular island near the SE approach of Roxas Bridge at the intersection of Bonifacio Drive and 2nd Street. It is about 0.6m from the SE corner of the triangular island and 0.8m above the road surface level. Mark is the head of a 1/4"" brass rod set in the foundation with a cement putty with inscription ""MM-55; 2009; NAMRIA"".",Edil,88186,14.5941833333333,120.968402777778,06/30/2022 1:52:33 PM,0.025943,3 CM,120 58 06.25,14 35 39.06,0,,,0,2019
,MM-685 (BBM-70),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,SANTO DOMINGO (MATALAHIB),11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,10.8064,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"BBM-18 is in the Province of Metro Manila, City of Quezon, Barangay Sto. Domingo, along Quezon Avenue corner Gregorio Araneta Ave. about 20m SE & 10m W of road centerline respectively. The station is located cornerside of Metrobank and beside the electric post. Mark is the head of a stainless hexagonal bolt screw set flushed on a 30cm x 30cm concrete monument protruding 60cm above the ground with inscription "" BBM No. 70; QUEZON CITY"".",Edil,88173,14.6283444444444,121.013086111111,07/04/2022 3:27:31 PM,0.023203,2 CM,121 0 47.11,14 37 42.04,0,,,0,
,MM-694 (TBM-1),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,3.5129,0,11/25/2019,1,,,1,01/06/2020,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-1 is in the Province of Metro Manila, City of Manila at the Port Area at the interection of 16th Street and Radial Road 1. The station is located at the SE bolt knot of the foundation of a light post. Mark is the top of a 1 in. iron bolt at the base of an street light post.",Dexter Alamar,88187,14.5895305555556,120.971588888889,11/09/2022 9:04:56 AM,0.025456,3 CM,120 58 17.72,14 35 22.31,0,,,0,
,MM-695 (TBM-2),0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,PORT AREA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,2.8323,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-2 is in the Province of Metro Manila, City of Manila at the Port Area. It is located at the ""NW corner of the intersection of Roxas Blvd. and 25th Street, on top of the concrete base of an Street Light Post, about 30 m. ""NE"" of PTT Gas Station, infront of Shakey's. Mark is the top of a 1 in. diameter bolt at the bottom of an Street light post.",Edil,88188,14.5848444444444,120.9742,06/30/2022 1:53:23 PM,0.025662,3 CM,120 58 27.12,14 35 5.44,0,,,0,
,MMA-115,0,NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,ERMITA,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,3.7817,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"ACCESS: The station is located at Luneta Park, Ermita, Manila. It is located on top of an old concrete footing protruding 5cm from the ground at about 100m E of Quirino Grandstand, 120 m W from Rizal Monument, 25m W of the Bulova Centennial Clock and 35m W from KM Post No.0. STATION MARK: Mark is the head of 4"" flattened copper nail centered and set on top of a 20cm x 20cm with inscription ""MMA-115, 2011, NAMRIA"". Note: GCP was DISTURBED reported by Hydrography Branch September 2023",TIM,88189,14.5810277777778,120.9756675,09/20/2023 7:48:53 AM,0.02581,3 CM,120 58 32.403,14 34 51.70,0,,,2,2019
,MMA-3176,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAYANIHAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,48.5942,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-3176 is in the Province of Metro Manila, Quezon City, Barangay Bayanihan at the intersection of Col. Bonny Sereno Avenue and Katipunan Avenue. It is located at the center island infront of Petron Gasoline Station. Mark is the head of a 8mm stainless steel bolt embedded on the center of a 25cm x 25cm cement putty with inscription ""MMA; 3176; 2009; LMS NCR"".",Edil,88190,14.614725,121.070563888889,07/04/2022 3:27:43 PM,0.007239,1 CM,121 04 14.03,14 36 53.01,0,,,0,2019
,MM-94,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LIBIS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,26.5083,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-94 is in the Province of Metro Manila, Quezon City, Barangay Libis along E. Rodriguez Jr. Avenue. It is located at the top of curve along Katipunan Road (underpass) being elevated 15cm from the road. It is located 4cm from the concrete column post of C-5 Interchange, approximately 40m SW of Blue Ridge B gate, and 20m SE of footbridge. Mark is a 3"" copper nail centered and embedded on a 15cm x 15cm cement putty with inscription ""MM-94; 2009; NAMRIA"".",Virgilio B. Almuete,88191,14.6155444444444,121.073694444444,01/08/2024 2:22:36 PM,0.008795,1 CM,121 04 25.3,14 36 55.96,0,,,0,2019
,MM-678 (C5-BM1),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,LIBIS,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,14.7805,0,11/25/2019,1,,,1,01/06/2020,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"BM-1 is in the Province of Metro Manila, City of Quezon, Barangay of Libis. The station is located at the sidewalk ""SE"" corner of the intersection of C-5 Road and Mercury Avenue. Mark is the head of a 4"" brass rod cemented and flushed with inscription ""C-5; BM-1; 2015"".",Edil,88192,14.6116555555556,121.075716666667,07/04/2022 3:28:24 PM,0.010614,1 CM,121 4 32.58,14 36 41.96,0,,,0,
,MM-677 (OS-2),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,7.874,0,11/25/2019,1,,,1,01/06/2020,1,1,21,10,NAMRIA,0,0,0,0,0,0,0,,,"BM OS-2 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along E. Rodriguez Jr. Avenue and about 20m E of road centerline. The station is located on a concrete sidewalk of a concrete bridge, 0.27m from S end of pavement and about 60m N of Calle Industria Road. Mark is a 1/2"" diameter brass rod set flushed and centered on a cement putty with inscription ""BCGS; OS-2; 1977"".",Aila Leana Sampana,88193,14.6061055555556,121.079191666667,02/22/2022 11:03:35 AM,0.012397,1 CM,121 4 45.09,14 36 21.98,0,,,0,2019
,MM-103,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,8.9915,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"""Station is located at the sidewalk of the bridge, crossing the Mangahan floodway. It is about 1 m from the edge of the sidewalk and approximately 0.20m from the control point of DPWH, BM-1. It is also about 4.00 m NE of the KM 19+500 post. Mark is a 3 in. copper nail, centered and embedded on 15 x 15 cm cement putty with the inscriptions ""MM-103, 2009, NAMRIA"".",Aila Leana Sampana,88194,14.5971944444444,121.090027777778,05/19/2022 9:56:49 AM,0.017616,2 CM,121 5 24.1,14 35 49.9,0,,,0,2019
,MM-104,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,9.1704,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-104 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along E. Amang Rodriguez Avenue outside the fence of Sta. Lucia Parish Church. It is between the concrete wall of the planted rectangular garden and concrete electric post which is located along the sidewalk of the said road. It is also approximately 2.50m from the perimeter fence of the church and on the opposite side of the mark is the building 404. Mark is the head of a 3/8"" x 4"" copper nail set flushed, centered, and embedded on a 15cm x 15cm cement putty with inscription ""MM-104; 2010; NAMRIA"".",Aila Leana Sampana,88195,14.603325,121.092233333333,05/19/2022 9:56:58 AM,0.016272,2 CM,121 5 32.04,14 36 11.97,0,,,0,2019
,MM-727 (BBM-24),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,9.2789,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"BBM-24 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along Caruncho Road. It is located outside of the bridge railings, approximately 40m NE of Bagumbayan welcome sign post, and about 4m from the centerline of the road. Mark is a head of a stainless bolt set flushed on a 30cm x 30cm concrete monument protruding 60m above the ground with inscription ""BAGUMBAYAN; BBM No. 24; CAD 1331-D; QUEZON CITY"".",Edil,88196,14.6033222222222,121.088411111111,07/04/2022 3:29:47 PM,0.014984,1 CM,121 05 18.28,14 36 11.96,0,,,0,
,MM-306,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,BAGUMBAYAN,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,8.4218,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-306 is in the Province of Metro Manila, Quezon City, Barangay Bagumbayan along Calle Industria. The station is located on the top of a concrete sidewalk at the junction of Manggahan Street and Calle Industria beside the concrete foundation of Bagumbayan sign post and 4m from the centerline of Calle Industria. Mark is the head of a 4"" copper nail set flushed on a 15cm x 15cm cement putty with inscription ""MM-306; 2012; NAMRIA"".",Edil,88197,14.6053666666667,121.083280555556,07/04/2022 3:30:05 PM,0.013572,1 CM,121 4 59.81,14 36 19.32,0,,,0,2019
,MM-721 (TBM-8),0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,UGONG NORTE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,13.0853,0,11/25/2019,1,,,1,01/06/2020,1,1,28,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-8 is in the Province of Metro Manila, City of Quezon, Barangay Ugong. It is located along the Northbound of E. Rodriguez Jr. Ave (C-5 Road) at the concrete base of an Stop Light Post, at the ""SE"" corner of the intersection of E. Rodriguez Jr. Ave. and Green Meadows Ave. Mark is the top of a 1 inch iron bolt at the concrete base of an stop light post.",Dexter Alamar,88198,14.6012611111111,121.079461111111,11/07/2022 2:14:09 PM,0.013498,1 CM,121 4 46.06,14 36 4.54,0,,,0,
,MM-95,0,NCR,NCR - SECOND DISTRICT,QUEZON CITY,UGONG NORTE,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,6.8365,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-95 is in the Province of Metro Manila, City of Pasig, Barangay Ugong Norte along E. Rodriguez Avenue. It is located at the Mini-Park under C-5 flyover road bound to Pasig. It is about 1.5m Eof the S bound lane of E. Rodriguez Avenue. Mark is the head of a 3"" copper nail centered and embedded on a 15cm x 15cm cement putty with inscription ""MM-95; 2009; NAMRIA"".",Virgilio B. Almuete,88199,14.5912222222222,121.079763888889,01/08/2024 2:27:19 PM,0.015487,2 CM,121 4 47.15,14 35 28.4,0,,,0,2019
,MM-720 (TBM-7),0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,5.4662,0,11/25/2019,1,,,1,01/06/2020,1,1,24,10,NAMRIA,0,0,0,0,0,0,0,,,"TBM-7 is in the Province of Metro Manila, City of Pasig, Barangay Ugong. It is located at the concrete base of an un-installed Street Light Post at the NW corner of the intersection of Julia Vargas Ave. and E. Rodriguez Jr. Ave. (C-5 Road), infront of a Shell Gasoline Station Mark is the top of a 1 inch iron bolt at the concrete base of a un-installed street light post.",Edil,88200,14.5829472222222,121.076869444444,07/05/2022 8:20:08 AM,0.016994,2 CM,121 4 36.73,14 34 58.61,0,,,0,
,MM-96,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,UGONG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,6.1112,0,11/25/2019,1,,,1,01/06/2020,1,1,18,10,NAMRIA,0,0,0,0,0,0,0,,,"MM-96 is in the province of Metro Manila, City of Pasig, Barangay of Ugong. Station is located along the ""W"" sidewalk of Eulogio Rodriguez Avenue (C-5). It is at the ""S"" end of a bridge crossing a small man-modified creek, being about 12 m. ""S"" of the intersection of Lanuza St. and E. Rodriguez Ave. (C-5) Mark is a 3 in. copper nail centered and embedded on 15 x 15 cm cement putty with the inscription ""MM-96; 2008; NAMRIA",Edil,88201,14.5775638888889,121.073236111111,07/05/2022 8:20:20 AM,0.017941,2 CM,121 4 23.65,14 34 39.23,0,,,0,2019
,MMA-4564,0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG ILOG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,5.4655,0,11/25/2019,1,,,1,01/06/2020,1,1,23,10,NAMRIA,0,0,0,0,0,0,0,,,"MMA-4564 is in Metro Manila, City of Pasig, Barangay of Bagong Ilog. It is located at the sidewalk, along service road and 70 meters corner Danny floro st/ canley road. Mark is the head of a 4 in. copper nail centered on a 25 x 25 cm. concrete monument with inscription ""PASIG MMA 4564, CAD 579 D, GEOLINK, LMS DENR 2013"".",Edil,88202,14.5690777777778,121.070702777778,07/05/2022 8:26:01 AM,0.019097,2 CM,121 4 14.53,14 34 8.68,0,,,0,
,MM-719 (GPS-2A7),0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG ILOG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,5.2754,0,09/05/2023,1,,,1,01/06/2020,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"GPS-2A7 is in the Province of Metro Manila, City of Pasig, Barangay Bagong Ilog. It is located at the ""S"" corner of a triangular center island at the intersection of Pasig Boulevard and C-5 road. Mark is the head of a 3""concrete nail centered on a 20 x 20 cm. cement putty with inscription ""GPS-2A7; SEMME; 2019""",TIM,88203,14.5628222222222,121.068477777778,02/06/2024 9:01:45 AM,0.019909,2 CM,121 4 6.52,14 33 46.16,0,,,0,2019
,MM-718 (ABSD-12),0,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAGONG ILOG,11/30/1999,11/30/1999,LUZON,0,0,0,0,0,0,,11/30/1999,0,,,GD,0,11/30/1999,0,13.8684,0,11/25/2019,1,,,1,01/06/2020,1,1,27,10,NAMRIA,0,0,0,0,0,0,0,,,"ASBD-12 (DPWH) is in the Province of Metro Manila, City of Pasig, Barangay of Bagong Ilog. It is located at the sidewalk of the bridge (Southbound) crossing Pasig River going to Bgy. Buting along C. P. Garcia Ave. (C-5 Road). Mark is the head of a 4 in. copper nail, centered on a 20 x 20 cm. cement putty with inscription "" DPWH; 2011; ABSD-12"".",Edil,88204,14.5609583333333,121.066327777778,07/05/2022 8:33:36 AM,0.020229,2 CM,121 3 58.78,14 33 39.45,0,,,0,
