station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MM-86 BM 2019.83,NCR,NCR - THIRD DISTRICT,VALENZUELA,MALANDAY,11/30/1999,LUZON,14,42,38.30883,120,57,30.98287,1626791.871,495542.326,3.0,10/24/2019,0,,NAMRIA,1,11/30/1999,0,0,0,10/07/2019,0,2.47916,1,18,10,NAMRIA,120,57,35.86768,14,42,32.86205,14.7091283472222,120.959963244444,45.60263,"MM-86 is in Metro Manila, Valenzuela City, Barangay Malanday at the intersection of Mc Arthur Highway and T. Santiago St. The location is located 10 cm west side of PLDT Telecommunication Cabinet (#130 VAL). Mark is the head of a 4"" copper nail set on a concrete sidewalk, surrounded by a cement putty, with inscription MM-86 2009 NAMRIA..",ysn,0,0,0.39585M PGMITRF2018A20.75,06/01/2022 9:26:24 AM,280198.886,1627216.694,51,280346.44296,1627147.91464,51,1.0,0.03,0.12,14,42,33.01917,120,57,35.83892,44.14705,0.0,0.0,14.710641341666665,120.95860635277778
,MMA-1 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MAKATI,FORT BONIFACIO,11/30/1999,LUZON,14,32,19.06299,121,2,18.24228,1607761.478,504138.577,3.0,02/26/1993,0,PRS92,NAMRIA,1,01/13/1989,1,1989,13,11/01/1991,0,26.994,5,0,10,NAMRIA,121,2,23.14129,14,32,13.6627,14.5371285277778,121.039761469444,70.8027,"'MMA-1 = ""Geodetic Control Station RP 001""Station is located on top of a small round hill inside NAMRIA's compound about 300 m NW of NAMRIA main building and approximately 10m from the back of Camiguin Residential Building. Station was set in the center of a 2.4 m inches diameter hexagonal concrete monument, 3.4 m N of a 1.65 m high pyramidal concrete marker, bearing the name "" Geodetic Control Station RP 001"" and the establishment of the above station. Station mark is a 0.15 m x 0.01 m in a diameter brass rod embedded 2 cm deep in a 2.4 m in a diagonal hexagonal concrete monument about 30 cm above the ground surface. Note: Damage due to Construction of Condo Unit. Reported by: RCG 09/12/2018",Aries Zafra,1,0,24.579 MSL,11/04/2022 2:04:33 PM,288628.913,1608106.952,51,288776.96758,1608038.59325,51,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.538628608333333,121.03840063333332
,MMA-1 REOBS 2017.42 (LOST),NCR,NCR - FOURTH DISTRICT,TAGUIG CITY,FORT BONIFACIO,11/30/1999,LUZON,14,32,19.06327,121,2,18.24205,1607761.486,504138.57,3.0,06/08/2017,0,PRS92,,1,11/30/1999,0,0,0,08/22/2017,8,26.84031,5,18,10,NAMRIA,121,2,23.14121,14,32,13.66295,14.5371285972222,121.039761447222,70.762,"MMA-1 = ""Geodetic Control Station RP 001""Station is located on top of a small round hill inside NAMRIA's compound about 300 m NW of NAMRIA main building. Station was set in the center of a 2.4 m inches diameter hexagonal concrete monument, 3.4 m N of a 1.65 m high pyramidal concrete marker, bearing the name "" Geodetic Control Station RP 001"" and the establishment of the above station. Station mark is a 0.15 m x 0.01 m in a diameter brass rod embedded 2 cm deep in a 2.4 m in a diagonal hexagonal concrete monument about 30 cm above the ground surface.",TIM,0,0,,10/26/2022 8:34:49 AM,288628.906,1608106.961,51,288776.96196,1608038.60099,51,1.0,0.0,0.01,14,32,13.82205,121,2,23.11224,69.155,0.0071,0.0119,14.53862868611111,121.03840056944445
,MMA-1 ZERO 2015.75 (LOST),NCR,NCR - FOURTH DISTRICT,CITY OF MAKATI,FORT BONIFACIO,11/30/1999,LUZON,14,32,19.06289,121,2,18.24246,1607761.474,504138.582,3.0,10/19/2011,0,PRS92,,0,01/21/2014,0,0,0,10/05/2015,8,26.9913,5,18,10,NAMRIA,121,2,23.14151,14,32,13.66257,14.5371284916667,121.039761530556,70.8,"MMA-1 ""Geodetic Control Station RP 001""Station is located on top of a small round hill inside NAMRIA's compound about 300 m NW of NAMRIA main building. Station was set in the center of a 2.4 m inches diameter hexagonal concrete monument, 3.4 m N of a 1.65 m high pyramidal concrete marker, bearing the name "" Geodetic Control Station RP 001"" and the establishment of the above station. Station mark is a 0.15 m x 0.01 m in a diameter brass rod embedded 2 cm deep in a 2.4 m in a diagonal hexagonal concrete monument about 30 cm above the ground surface. ""ITRF 2008 COORDINATES"" Latitude: 14° 32' 13.81992""N Longitude: 121° 2' 23.11368""E Ellipsoidal Height: 69.41604 m Error Ellipse: 0.00064",Aila Leana Sampana,1,0,,02/02/2021 1:49:26 PM,288628.918,1608106.949,51,288776.97413,1608038.5892,51,1.0,0.01,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.538628580555555,121.03840068333334
,MMA-100,NCR,NCR - SECOND DISTRICT,QUEZON CITY,NORTH FAIRVIEW,11/30/1999,LUZON,14,43,10.32014,121,2,49.91899,1627775.757,505082.723,3.0,07/15/2009,0,PRS92,NAMRIA,3,01/21/2014,0,0,0,11/30/1999,0,53.3012,1,0,10,NAMRIA,121,2,54.80254,14,43,4.87849,14.7180218027778,121.048556261111,96.615,"The station is approximately 500 m SW from the intersectiion of MIndanao and Commonwealth Avenues. It is drilled tot he concrete pavement of the road of the Northeastern tip of the 3rd island SW from the intersection. Mark is N 50 deg E from the concrete signboard containing ""Cresta Verde Executive Village"". It is also N 65 deg E from the intersection of Cresta Verde Avenue and Mindanao Avenue, about 30 m. Station mark is the center of a hexagonal stainless steel bolt located at the Northeastern tip of a road island.",Floren C. Madrilejo,1,0,,01/24/2024 8:48:59 AM,289749.753,1628116.117,51,289897.20015,1628047.61684,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.719533372222223,121.04719971944444
,MMA-100 (NF-03),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,NORTH FAIRVIEW,11/30/1999,LUZON,14,43,10.317936,121,2,49.924677,1627775.689,505082.893,3.0,07/08/2003,1,PRS92,NAMRIA,3,10/10/1902,10,1902,10,05/05/1903,0,53.7117,1,0,10,NAMRIA,121,2,54.8082,14,43,4.87673,14.7180213138889,121.048557833333,97.026,"MMA-100 (NF-03) The station is approximately 500 m SW from the intersection of Mindanao and Commonwealth Avenues. It is drilled to the concrete pavement of the road of the Northeastern tip of the 3rd island SW from the intersection. Mark is N 50° E from the concrete signboard containing ""Cresta Verde Executive Village"". It is also N 65° E from the intersection of Cresta Verde Ave. and Mindanao Ave., about 30 m. Station mark is the center of a hexagonal stainless steel bolt located at the Northeastern tip of a road island.",TIM,1,0,53.158M EGM2008,09/26/2019 4:18:39 PM,289749.923,1628116.048,51,289897.36901,1628047.56128,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.71953276,121.04720129916666
,MMA-100 REOBS 2020.99,NCR,NCR - SECOND DISTRICT,QUEZON CITY,NORTH FAIRVIEW,11/30/1999,LUZON,14,43,10.32014,121,2,49.91899,1627775.757,505082.723,3.0,01/19/2021,0,,RASA,1,11/30/1999,0,2002,0,01/07/2021,0,53.3012,1,23,10,NAMRIA,121,2,54.80254,14,43,4.87849,14.7180218027778,121.048556261111,96.615,"The station is approximately 500 m SW from the intersectiion of MIndanao and Commonwealth Avenues. It is drilled tot he concrete pavement of the road of the Northeastern tip of the 3rd island SW from the intersection. Mark is N 50 deg E from the concrete signboard containing ""Cresta Verde Executive Village"". It is also N 65 deg E from the intersection of Cresta Verde Avenue and Mindanao Avenue, about 30 m. Station mark is the center of a hexagonal stainless steel bolt located at the Northeastern tip of a road island with inscriptions ""MMA-100,2002, NAMRIA"".",Mara Chua,0,0,,01/19/2021 10:23:22 AM,289749.753,1628116.117,51,289897.20015,1628047.61684,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.719533372222223,121.04719971944444
,MMA-101 (LOST),NCR,NCR - SECOND DISTRICT,QUEZON CITY,NORTH FAIRVIEW,11/30/1999,LUZON,14,43,17.80318,121,3,49.84882,1628006.165,506875.317,3.0,07/15/2009,0,PRS92,NAMRIA,3,01/21/2014,0,0,0,11/30/1999,0,69.925,5,0,10,NAMRIA,121,3,54.73216,14,43,12.3624,14.7201006666667,121.065203377778,113.273,"The station is located along Bristol St. just infront or 8 m W from he welcome arc of Greater Lagro Subdivision. It is 0.40 m W from the tip of the island. It can be accessed by travelling about 1 km N along Regalado Ave. from the intersection with Commonwealth Ave. Upon reaching Bristol St. located at the eastern side of Regalado, travel E about 350 m until reaching the main entrance of the subdivision. Station mark is the center of the head of a hexagonal stainless steel bolt drilled to the concrete pavement of the road. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 2:29:57 PM,291544.665,1628330.652,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.721611994444444,121.06384689444444
,MMA-101 (NF-04) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,NORTH FAIRVIEW (GREATER LAGRO),11/30/1999,LUZON,14,43,17.80318,121,3,49.84882,1628006.165,506875.317,3.0,07/08/2003,1,PRS92,NAMRIA,3,10/10/1902,10,1902,10,05/05/1903,1,69.925,5,16,10,NAMRIA,121,3,54.7321,14,43,12.3624,14.7201006666667,121.065203361111,113.273,"MMA-101 (NF-04) The station is located along Bristol St., just infront or 8 m W from the welcome arc of Greater Lagro Subdivision. It is 0.40 m W from the tip of the island. It can be accessed by travelling about 1 km N along Regalado Ave. from the intersection with Commonwealth Ave. Upon reaching Bristol St. located at the eastern side of Regalado, travel E about 350 m until reaching the main entrance of the subdivision. Station mark is the center of the head of a hexagonal stainless steel bolt drilled to the concrete pavement of the road. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 2:29:42 PM,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.721611994444444,121.06384689444444
,MMA-102 (LOST),NCR,NCR - SECOND DISTRICT,QUEZON CITY,PASONG TAMO,11/30/1999,LUZON,14,41,24.81966,121,3,30.34584,1624533.831,506292.836,3.0,07/15/2009,0,PRS92,NAMRIA,3,01/21/2014,0,0,0,11/30/1999,1,59.73993,5,3,10,NAMRIA,121,3,35.23183,14,41,19.38572,14.6887182555556,121.059786619444,103.165,"The station is located along Sampaguita drive at the N of a community basketball court and E of a church. The bolt is embedded in the concrete pavement of a stage in the western side just above the uppermost steep of the stairs. The location can be accessed through Regalado Ave.from Commonwealth Avenue. following Lily drive. Sampaguita drive is W of Lily driveand immediately next N of Pinajan drive. It is about 2 KMS SW from the intersection of Commonwealth and Regalado Avenues. Station mark is the center of the head of a 3/8"" hexagonal stainless steel bolt embedded in the concrete pavement. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 1:58:53 PM,290931.312,1624862.964,51,291078.84541,1624794.52749,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.690227683333333,121.0584294
,MMA-102 (PS-01) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,PASONG TAMO (PINKIAN III),11/30/1999,LUZON,14,41,24.81966,121,3,30.34589,1624533.831,506292.837,3.0,07/09/2003,1,PRS92,NAMRIA,3,11/05/1902,11,1902,5,05/05/1903,1,59.74,5,16,10,NAMRIA,121,3,35.23188,14,41,19.38572,14.6887182555556,121.059786633333,103.165,"MMA-102 (PS-01) The station is located along Sampaguita drive at the N of a community basketball court and E of a church. The bolt is embedded in the concrete pavement of a stage in the western side just above the uppermost steep of the stairs. The location can be accessed through Regalado Ave. from Commonwealth Ave. following Lily drive. Sampaguita drive is W of Lily drive and immediately next N of Pinajan drive. It is about 2 kms. SW from the intersection of Commonwealth and Regalado Avenues. Station mark is the center of the head of a 3\8"" hexagonal stainless steel bolt embbedded in the concrete pavement. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 1:59:08 PM,290931.313,1624862.964,51,291078.84691,1624794.52747,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.690227683333333,121.05842941388889
,MMA-103 (SH-01) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,SACRED HEART,11/30/1999,LUZON,14,44,22.09198,121,4,15.829797,1629982.106,507651.846,3.0,07/09/2003,1,PRS92,NAMRIA,3,01/10/1902,1,1902,10,05/05/1903,0,107.8571,5,0,10,NAMRIA,121,4,20.71145,14,44,16.64768,14.7379576888889,121.072419847222,151.172,MMA-103 (SH-01) The station is located at the southeastern corner of the Caltex Gasoline Station. It is drilled at the concrete sidewalk. The Caltex Station can be accessed by travelling N about 10 km. through Commonwealth Ave. from the Quezon Memorial Circle. Travel further N through Regalado Ave. about 2.7 km. until reaching Quirino Highway and follow this highway by moving about 1.1 km. E until reaching Caltex Gas Station. Station mark is the center of the head of a hexagonal stainless steel bolt. NOTE: Lost monument reported by Geodesy Personnel December 2021,TIM,1,0,,12/20/2021 2:30:46 PM,292338.855,1630299.984,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.739469994444443,121.0710638325
,MMA-104 (ST-01) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,STA. MONICA (NOVALICHES CENTER,11/30/1999,LUZON,14,43,34.701891,121,2,32.392806,1628524.96,504558.327,3.0,07/09/2003,1,PRS92,NAMRIA,3,10/10/1902,10,1902,10,05/05/1903,0,48.5365,5,0,10,NAMRIA,121,2,37.27578,14,43,29.25872,14.7247940888889,121.043687716667,91.819,MMA-104 (ST-01) The mark is located about 0.30 m from the eastern corner of the sidewalk. It is about N 55° E of the District Center. The station is located at the intersection of Moises and Joshua Streets. Station mark is the center of a hexagonal stainless steel bolt drilled at the corner of the sidewalk infront (E) of the Novaliches District Center. NOTE: Lost monument reported by Geodesy Personnel December 2021,TIM,1,0,,12/20/2021 2:10:22 PM,289231.925,1628870.08,51,289379.35332,1628801.57127,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.726306080833334,121.042331335
,MMA-105,NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,TANDANG SORA,11/30/1999,LUZON,14,40,30.84,121,2,31.69203,1622874.558,504538.421,3.0,07/09/2003,1,PRS92,NAMRIA,3,10/10/1902,10,1902,10,05/05/1903,0,40.22171,1,0,10,NAMRIA,121,2,36.5794,14,40,25.40821,14.6737245027778,121.043494277778,83.65,MMA-105 (TS-01) The station is located at the 1st island S from the intersection of Tandang Sora Ave. and Visayas Ave. From the Elliptical road it is approximately 2.30 km. It is S 75° E from the main gate of Far East Asia Village and N 5° W from the Visayas Ave. Market Wet and Dry. Station mark is the center of the head of a stainless steel bolt drilled to the gutter of the road island.,Floren C. Madrilejo,1,0,,01/24/2024 8:51:33 AM,289161.935,1623218.963,51,289309.53394,1623150.48734,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.675233333333333,121.042136675
,MMA-105 REOBS 2020.99,NCR,NCR - SECOND DISTRICT,QUEZON CITY,PASONG TAMO,11/30/1999,LUZON,14,40,30.84,121,2,31.69203,1622874.558,504538.421,3.0,01/19/2021,0,,RASA,1,11/30/1999,0,0,0,01/07/2021,0,40.22171,0,0,0,NAMRIA,121,2,36.5794,14,40,25.40821,14.6737245027778,121.043494277778,83.65,The station is located at the 1st island S from the intersection of Tandang Sora Ave. and Visayas Ave. From the Elliptical road it is approximately 2.30 km. It is S 75° E from the main gate of Far East Asia Village and N 5° W from the Visayas Ave. Market Wet and Dry. Station mark is the center of the head of a stainless steel bolt drilled to the gutter of the road island.,Mara Chua,0,0,,01/19/2021 2:27:11 PM,289161.935,1623218.963,51,289309.53394,1623150.48734,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.675233333333333,121.042136675
,MMA-106 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,WEST FAIRVIEW (WESTVIEW),11/30/1999,LUZON,14,42,5.331613,121,3,34.073308,1625778.871,506404.02,3.0,07/09/2003,1,PRS92,NAMRIA,3,01/23/1902,1,1902,23,05/05/1903,0,57.0712,5,0,10,NAMRIA,121,3,38.9583,14,41,59.89559,14.6999709972222,121.06082175,100.467,"MMA-106 (WF-01) From Commonwealth Ave., travel S along Fairlane St. until reaching Dahlia St. about 700 m from Commonwealth. Travel approximately 600 m W along Dahlia until reaching Daisy St. located N of Dahlia. The station is about 8 m N of the Northwestern corner of Lot 13, Block II of Westview. It is approximately 4.5 m from the center of the road. Station mark is stainless steel bolt on top of the gutter along Daisy St. at Westview homes. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 1:56:06 PM,291053.545,1626107.196,51,291201.03951,1626038.7656,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.70148100361111,121.05946480777777
,MMA-107 (WF-02) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,WEST FAIRVIEW,11/30/1999,LUZON,14,42,21.918298,121,4,1.221101,1626288.839,507215.998,3.0,07/09/2003,1,PRS92,NAMRIA,3,10/01/1902,10,1902,1,05/05/1903,0,62.3463,5,0,10,NAMRIA,121,4,6.10566,14,42,16.48182,14.7045782833333,121.068362683333,105.747,"MMA-107 (WF-02) The station can be accessed from Commonwealth Ave. Travel about 250 m S from Commonwealth through Regalado Ave. and another 50 m W through Pantiac St. until reaching its intersection with Datsun St. The station is located at the Northwestern side of the intersection of Datsun and Pontiac Sts. The bolt is on top of the gutter just infront of SE of No. 29, Datsun St. Station mark is the center of the head of a hexagonal stainless steel bolt embedded in the gutter of the road of the intersection of Datsun and Pontiac Sts. NOTE: Lost monument reported by Geodesy Personnel December 2021",TIM,1,0,,12/20/2021 1:57:25 PM,291870.163,1626610.038,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.706088416111111,121.06700586138888
,MMA-108 (WF-03) (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,FAIRVIEW DIST.II,11/30/1999,LUZON,14,41,46.883583,121,3,58.956036,1625212.129,507148.557,3.0,07/09/2003,1,PRS92,NAMRIA,3,05/02/1903,5,1903,2,05/05/1903,0,56.4854,5,0,10,NAMRIA,121,4,3.84143,14,41,41.44931,14.6948470305556,121.067733730556,99.912,MMA-108 (WF-03) Station is approximately 1.2 km S from the intersection of Regalado and Commonwealth Aves. The mark is 15 m S of Bulava St. and 110° (N 70° E) of Tanglaw St. It is approximately 0.30 m from the edge of the road. It is midway of the entrance and exit from the Bayantel building. Station mark is the center of a hexagonal stainless steel bolt located at the gutter along the sidewalk of Regalado Ave. infront (W) of Bayantel building. NOTE: Lost monument reported by Geodesy Personnel December 2021,TIM,1,0,,12/20/2021 1:56:37 PM,291793.169,1625533.782,51,291940.67433,1625465.3792,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.696356550833334,121.06637667666666
,MMA-109 (WF-04),NCR,"NCR - MANILA, FIRST DISTRICT",QUEZON CITY,FAIRVIEW (IDEAL SUBDIVISION),11/30/1999,LUZON,14,41,55.827336,121,4,29.448227,1625487.284,508060.663,3.0,07/09/2003,1,PRS92,NAMRIA,3,03/04/1902,3,1902,4,05/05/1903,0,60.9924,1,0,10,NAMRIA,121,4,34.33336,14,41,50.39317,14.6973314361111,121.076203711111,104.433,"MMA-109 (WF-04) Along Commonwealth Ave., enter through the main gate of Ideal Subdivision at the southern side of the highway. Travel around 650 m S through Doña Carmen Ave. until reaching Don Ernestito St., then follow this street traveling 500 m W. Turn southward along Lyszt street about 250 m. At this point a mini dam or a water control structure is located just after Abelardo St. From the center of the road, it is approximately 5 m W or 2 m E from the edge of the structure. The mark is about 10 m S from the northern base of the mini dam. Mark is the center of a hexagonal stainless steel bolt drilled at the western side of a mini dam.",Floren C. Madrilejo,1,0,,01/24/2024 8:35:19 AM,292707.845,1625800.881,51,292855.33472,1625732.50347,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.698840926666668,121.07484672972222
,MMA-109A REOBS 2020.99,NCR,NCR - SECOND DISTRICT,QUEZON CITY,FAIRVIEW,11/01/2020,,14,41,55.90012,121,4,29.41544,1625489.507,508059.683,3.0,01/20/2021,0,,RASA,1,11/30/1999,0,2021,0,01/07/2021,0,60.58166,1,23,10,NAMRIA,121,4,34.30061,14,41,50.46551,14.6973515305556,121.076194613889,104.022,"Along Commonwealth Ave., enter through the main gate of Ideal Subdivision at the southern side of the highway. Travel around 650 m S through Doña Carmen Ave. until reaching Don Ernestito St., then follow this street traveling 500 m W. Turn southward along Liszt street about 250 m. At this point a mini dam or a water control structure is located just after Abelardo St. From the center of the road, it is approximately 5 m W or 2 m E from the edge of the structure. The mark is about 10 m S from the northern base of the mini dam. Mark is the center of a 25 x 25 cement putty embedded the hexagonal stainless steel bolt drilled at the western side of a mini dam with inscriptions, ""MMA-109-A, 2000, NAMRIA"".",Mara Chua,0,0,,01/20/2021 8:59:50 AM,292706.883,1625803.127,51,292854.37381,1625734.7354,51,1.0,0.0,0.02,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.698861144444445,121.07483762222222
,MMA-110,NCR,"NCR - MANILA, FIRST DISTRICT",MUNTINLUPA CITY,PUTATAN,11/30/1999,LUZON,14,23,32.43611,121,2,36.18642,1591577.775,504678.834,3.0,08/01/2005,1,PRS92,NAMRIA,2,11/07/1904,11,1904,7,05/08/2018,0,22.407,1,0,10,NAMRIA,121,2,41.0979,14,23,27.07034,14.3908528722222,121.044749416667,66.642,"MMA-110 Is located at the SW corner of the roofdeck of Muntinlupa Cosmopolitan School located along the national road, Brgy. Putatan, Muntinlupa City. The school is beside a creek which serves as the boundary of Brgys. Poblacion and Putatan. It is about 100 m. S of Muntinlupa City Hall. Mark is the head of a 4"" copper nail centered and set on top of a 30 cm. x 30 cm. cement putty, with inscription ""MMA-110, 2004, NAMRIA"".",Erwin Del Rosario,1,0,,08/31/2022 3:46:41 PM,289028.065,1591915.893,51,289176.60158,1591847.68782,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.39234336388889,121.04338511666667
,MMA-111,NCR,"NCR - MANILA, FIRST DISTRICT",PARAÑAQUE CITY,LA HUERTA,11/30/1999,LUZON,14,29,41.04714,120,59,27.64837,1602905.135,499031.294,3.0,08/01/2005,1,PRS92,NAMRIA,2,11/07/1904,11,1904,7,11/30/1999,0,5.884,1,0,10,NAMRIA,120,59,32.5514,14,29,35.65322,14.4932370055556,120.992375388889,49.701,"MMA-111 Is located along A. Santos Ave., on top of a 1.2 m. x 0.7 m. x 1.5 m. concrete post of the perimeter fence of Amvel Properties that serves as the gathering area of El Shaddai members. It is about 60 m. N of Airport Citimall, about 50 m. E from the station is the gate of Amvel, on the NE is a creek of about 20 m. wide and on 30 m. SW is the seafood market. Mark is the head of a 4"" copper nail centered and set on top of a 30 cm. x 30 cm. cement putty, with inscription ""MMA-111, 2004, NAMRIA"".",Jay Cepe,1,1,6.389M EGM2008,10/01/2021 11:56:52 AM,283478.205,1603294.459,51,283626.44953,1603225.98757,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.494735316666667,120.99101343611112
,MMA-112,NCR,"NCR - MANILA, FIRST DISTRICT",LAS PIÑAS CITY,PAMPLONA III,11/30/1999,LUZON,14,26,51.82556,120,59,32.86001,1597704.771,499187.174,3.0,08/01/2005,1,PRS92,NAMRIA,2,11/07/1904,11,1904,7,11/30/1999,0,19.33047,2,0,10,NAMRIA,120,59,37.76703,14,26,46.44273,14.4462340916667,120.993824175,63.285,"NOTE: GCP was DISTURBED reported by Gravity Section December 2021 MMA-112 Is located at the W side of the fountain inside the compound of Emapalico Terminal. It is about 15 m. W of D. Aguilar Ave., Brgy. Pamplona III and 20 m. W from the gate of Emapalico Homes. Mark is the head of a 4"" copper nail centered and set on top of a 30 cm. x 30 cm. cement putty, with inscription ""MMA-112, 2004, NAMRIA"". Reported by Certeza (MMA-12 Destroyed due to destruction of the fountain mentioned in the description where the point is located).",Floren C. Madrilejo,1,0,,01/24/2024 8:35:58 AM,283588.726,1598091.738,51,283737.12491,1598023.31594,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.447729322222223,120.9924611138889
